,en,fr
0,A man with glasses reads through a menu on the lake-side patio of a restaurant.,Un homme à lunettes lit un menu sur le patio d'un restaurant au bord du lac.
0,Man with a weapon lying against a wall.,Un homme muni d'une arme se trouvent contre un mur.
0,A monk in a cream tunic standing in a marketplace.,Un moin en tunique crème se tient sur un marché.
0,A old man with a cane standing outside.,Un vieux homme avec une canne se tient à l'extérieur.
0,"Six people sitting by the window in a restaurant, getting ready to order.","Six personnes assises près de la fenêtre d'un restaurant, se préparant à commander."
0,A male figure standing and peering across a body of water.,Un homme debout et regardant à travers un plan d'eau.
0,"A man is wearing a plaid hat, a watch, jeans, numerous accessories, and a shirt with a white circle and the number four in the middle.","Un homme porte un chapeau plaid, une montre, des jeans, de nombreux accessoires et une chemise avec un cercle blanc et le numéro quatre au milieu."
0,A group of people look off of an observation deck.,Un groupe de personnes regarde à partir d'un pont d'observation.
0,Two men speaking while looking over the railings over a river.,Deux hommes parlent alors qu'ils regardent sur les rails au-dessus d'une rivière.
0,A man takes a break from his hiking trip.,Un homme prend une pause de son voyage de randonnée.
0,A man is walking on a sidewalk in front of a building.,Un homme marche sur un trottoir devant un immeuble.
0,A young blond lady is having a cigarette while she walks.,Une jeune blonde a une cigarette alors qu'elle marche.
0,A man and a woman are wearing helmets while kissing in the street.,Un homme et une femme portent un casque alors qu'ils se baignent dans la rue.
0,An old couple is walking down the street holding hands.,Un vieux couple marche dans la rue en main.
0,A girl in a pink jacket is going headfirst down a red slide.,Une fille en veste rose descend en tête d'une glissière rouge.
0,A man wearing jeans and sandals drawing in a wall.,Un homme portant des jeans et des sandales dessine dans un mur.
0,A man wearing a white T-shirt and blue overalls is walking down the street.,Un homme portant un t-shirt blanc et des salopettes bleues marche dans la rue.
0,An older man walking past a buildings covered in graffiti.,Un homme plus âgé passant par un immeuble recouvert de graffitis.
0,A beautiful city shot with a fountain and a lady sitting on some steps.,Une belle ville avec une fontaine et une femme assise sur quelques marches.
0,A man is sitting aboard a vessel and reading a newspaper.,Un homme est assis à bord d'un navire et lit un journal.
0,There is a guy barbecuing and he is wearing glasses and a red hat.,Il y a un mec barbecue et il porte des lunettes et un chapeau rouge.
0,This is a young boy on a beach holding a stick.,Il s'agit d'un jeune garçon à la plage et tenant un bâton.
0,A young girl is driving a pink toy Cadillac car.,Une jeune fille conduit une voiture Cadillac à jouet rose.
0,Many people are watching a man in yellow make animal balloons.,Beaucoup de gens regardent un homme en jaune faire des ballons d'animaux.
0,A family of three relaxing in the middle of the day.,Une famille de trois personnes se reposant au milieu de la journée.
0,Man on the sidewalk sitting on a motorcycle.,Homme sur le trottoir assis sur une moto.
0,A Chinese man is pushing a wheelchair with nobody in it on a busy Chinese street.,Un Chinois pousse un fauteuil roulant sans personne en lui dans une rue chinoise achalandée.
0,A girl with hot pink toenails and bathing suit is laying on a hot pink towel.,Une fille avec des ongles rose chaudes et une combinaison de bain se couche sur une serviette rose chaude.
0,A woman in a blue bikini top is walking.,Une femme en bikini bleu marche.
0,A girl watches sports players by a wall covered in graffiti.,Une fille regarde les joueurs sportifs par un mur recouvert de graffitis.
0,Three men sitting on the curb in front of a convenience store.,Trois hommes sont assis sur la borne devant un dépanneur.
0,Two men sitting on step outside.,Deux hommes assis sur une marche extérieure.
0,A bride and husband are seen outside of building after they are married.,Une mariée et son mari sont vus à l'extérieur de l'immeuble après leur mariage.
0,A couple in business attire sit on a corner cafe with al fresco dining.,Un couple en tenue d'affaires s'asseoira dans un café d'un coin où il y aura des repas en plein air.
0,A family sits in a conservatory with lawn chairs and has a picnic.,Une famille est assise dans un conservatorien avec des chaises de pelouse et fait un pique-nique.
0,Old man standing with white t-shirt and hat.,Homme âgé debout avec un t-shirt et un chapeau blancs.
0,A man grabs for support as he walks on a scaffold.,Un homme se sert d'un échafaudage pour s'appuyer.
0,Vendors serve food on the street.,Les vendeurs servent de la nourriture dans la rue.
0,A woman in a white hat and a red and white striped shirt sitting on a wall.,Une femme dans un chapeau blanc et une chemise rayée rouge et blanc assise sur un mur.
0,An Asian woman in a white shirt sitting in a blue chair.,Une femme asiatique en chemise blanche assise dans une chaise bleue.
0,A person painting a mural on the side of a building while people are standing around watching.,Une personne qui peint une murale sur le côté d'un édifice tandis que les gens se tiennent à l'écoute.
0,A crowd waits to interact with some people in an indoor location.,Une foule attend pour interagir avec certaines personnes dans un endroit intérieur.
0,A poverty stricken housing area with a lady in black with white headdress in the distance.,Une zone de logement pauvre avec une femme en noir et une coiffure blanche dans le lointain.
0,Two men standing outside next to a building.,Deux hommes se trouvent à l'extérieur à côté d'un bâtiment.
0,Three policemen are standing around someone in a gray sweatshirt with stripes.,Trois policiers se tiennent autour d'une personne en chemise grise à rayures.
0,A man with a hat leaning against a post reading a newspaper.,Un homme portant un chapeau s'inclinant contre un poste et lisant un journal.
0,A man sitting and a woman laying in his lap kissing each other.,Un homme assis et une femme assise dans son patin se baiseront.
0,Four people in skydiving gear in a plane high above earth.,Quatre personnes en équipement de plongée dans un avion haut au-dessus de la Terre.
0,Two females are wearing bikini tops and very short shorts while walking down the street.,Deux femelles portent des bikinis et des shorts très courts lorsqu'elles marchent dans la rue.
0,It is dark out and two women are standing around.,C'est à l'obscurité et deux femmes se tiennent autour.
0,"A group of people walk, in a relaxed line, across a brick paved courtyard.","Un groupe de personnes se promène, dans une ligne décontractée, à travers une cour pavée de brique."
0,Girl with turtleneck sweater and guy with large bushy hairdo wait to cross road.,La fille avec le chandail à coussin et le gars à gros cheveux bousculés attendent de franchir la route.
0,"A young man in a striped hoodie looks at an artistic Levi's advertisement that says ""We are all workers.""",Un jeune homme en chandail rayé regarde une annonce artistique de Levi's qui dit « Nous sommes tous des travailleurs ».
0,An Asian girl standing outside a building.,Une fille asiatique à l'extérieur d'un immeuble.
0,A woman is sitting in the corner eating a sandwich.,Une femme est assise dans le coin et mange un sandwich.
0,People in traditional military fare and two people riding elephants somewhere in Southeast Asia.,Des gens à la mode militaire traditionnelle et deux personnes à bord d'éléphants quelque part en Asie du Sud-Est.
0,Two men stride side by side on the sidewalk along a red painted wall.,Deux hommes avancent côte à côte sur le trottoir le long d'un mur peint rouge.
0,School children dressed in yellow.,Enfants de l'école vêtus de jaune.
0,"A woman in black, seen from behind, sits next to a body of water.","Une femme noire, vue derrière, s’est assise à côté d’un plan d’eau."
0,A blond woman sitting with her legs crossed with her eyes closed.,Une femme blond assise avec ses jambes croisées et ses yeux fermés.
0,A man wearing black pants and a hat sleeps on a bench in front of a histories building.,Un homme portant des pantalons noirs et un chapeau dorme sur un banc devant un édifice historique.
0,A group of men standing atop a submarine,Un groupe d’hommes en haut d’un sous-marin
0,A group of people who are dressed nicely are relaxing together on green grass.,Un groupe de personnes bien habillées se reposent ensemble sur l'herbe verte.
0,"Little boy with a green and red outfit and sandals, squatting down on a sidewalk.","Petit garçon en tenue vert et rouge et sandales, squattant sur un trottoir."
0,"Two men wearing red pants and holding onto a vertical ladder, appear to be doing acrobats outside a building.",Deux hommes portant des pantalons rouges et tenant une échelle verticale semblent faire des acrobats à l'extérieur d'un bâtiment.
0,A young lady is sitting close to homes with solar panels.,Une jeune femme est assise près de maisons équipées de panneaux solaires.
0,A blond girl with a blue coat is putting her helmet on to ride her bike.,Une fille blond et bleue s'apprête à monter son casque pour monter sa moto.
0,"A mural with an eye and hands says ""stop the violence, we heart a safe N.Y.""","Une murale à l'il et aux mains dit « arrêtez la violence, nous curons un N.Y. sécuritaire »."
0,A tanned woman is riding a bicycle while wearing a white bikini.,Une femme tanneuse roule à bicyclette tout en portant un bikini blanc.
0,A tourist boat on a river by a fake old building.,Un bateau touristique sur un fleuve par un faux vieux bâtiment.
0,A woman is sitting on a moped inside a shop.,Une femme est assise sur un cyclomoteur à l'intérieur d'un magasin.
0,Three people are standing on a fire escape.,Trois personnes se trouvent sur une évacuation d'incendie.
0,"Two people dressed in athletic clothing walk down the street, while the taller of the two is holding a basketball.","Deux personnes vêtues de vêtements athlétiques marchent dans la rue, tandis que le plus haut des deux porte un basket-ball."
0,Two young men talking in front of a Penn State Basketball table.,Deux jeunes hommes parlant devant une table de basket-ball de Penn State.
0,A man leaning over a car with a beard looking at the camera while working on a car.,Un homme levant au-dessus d'une voiture avec une barbe regardant la caméra alors qu'il travaillait sur une voiture.
0,A woman with red-hair looking to her left.,Une femme à cheveux rouges regardant vers la gauche.
0,A man in a blue sweater and black pants exits a news and grocery store.,Un homme portant un chandail bleu et des pantalons noirs sort d'un magasin de nouvelles et d'épicerie.
0,A mother pushing a stroller and holding the hand of a toddler.,Une mère poussant une poussette et tenant la main d'un tout-petit.
0,Brown dog with mouth open standing amidst greenery.,Chien brun à la bouche ouverte en plein verdure.
0,A group of people relaxing at some tables.,Un groupe de personnes se détendant à certaines tables.
0,A man in a baseball cap and sunglasses in standing inside a candy kiosk.,Un homme en casquette de baseball et lunettes de soleil à l'intérieur d'un kiosque de bonbons.
0,Five people are standing under an Asian archway.,Cinq personnes se trouvent sous un arc asiatique.
0,A group of people gather and take pictures in an inner city common grounds.,Un groupe de personnes se rassemble et prend des photos dans un terrain commun du centre-ville.
0,2 Chinese people wearing traditional clothes,2 Chinois portant des vêtements traditionnels
0,"Three men in hard hats, a couple, and a child look down upon something.","Trois hommes portant un chapeau, un couple et un enfant regardent quelque chose."
0,A man sits on the beach next to a pole.,Un homme s’est assis sur la plage à côté d’un mât.
0,Lead singer of a band holds a paper and a microphone stand with this band playing behind.,Le chanteur principal d'un groupe tient un papier et un stand de microphone avec ce groupe derrière lui.
0,A woman wearing shorts and high heels is listening to something on her phone.,Une femme portant des shorts et des hauts talons écoute quelque chose sur son téléphone.
0,Several people are singing into microphones and drinking.,Plusieurs personnes chantent sur des microphones et boivent.
0,A free runner is jumping a rail.,Un coureur libre saute sur un rail.
0,"One man, in a blue jacket, is sitting in the rain under a green umbrella.","Un homme, en veste bleue, est assis dans la pluie sous un parapluie vert."
0,A long city street surrounded by large buildings,Une longue rue de ville entourée de grands bâtiments
0,An overhead view of people walking on the street down below.,Vue aérienne des gens qui marchent dans la rue en aval.
0,A woman hula-hooping in a red shirt.,Une femme hula-hooping dans une chemise rouge.
0,A man with no shirt on is standing next to a dumpster outside.,Un homme sans chemise se tient à côté d'une dumpster à l'extérieur.
0,A group of children playing with props,Un groupe d'enfants jouant avec des accessoires
0,A young hockey player playing in the ice rink,Un jeune joueur de hockey jouant sur une patinoire
0,A woman examines a sample through the eyepieces on a microscope.,Une femme examine un échantillon à l'aide des oculaires d'un microscope.
0,A couple places their arms around each other walking down a long corridor supported by stone pillars.,Un couple place ses bras autour d'eux en descendant un long couloir soutenu par des piliers de pierre.
0,A child in a knight costume having his picture taken.,Un enfant en costume de chevalier ayant sa photo prise.
0,Two people embracing in front of a building with logo on the building that says Monk Kok.,Deux personnes s'embrassant devant un édifice dont le logo indique Monk Kok.
0,There is a wave about to take down a surfer.,Il y a une vague sur le point d'abattre un surfer.
0,A man in a ball cap stands in a crosswalk with a flag in a crowded city.,Un homme en casquette se trouve dans un passage à niveau avec un drapeau dans une ville surpeuplée.
0,A woman who is performing on stage with a microphone.,Une femme qui interprète sur scène avec un microphone.
0,A man walks down the street in front of a white van.,Un homme marche dans la rue devant une fourgonnette blanche.
0,Two opposing footballers play on a field.,Deux footballeurs opposés jouent sur un terrain.
0,A person flying a hang glider over a city.,Une personne qui pilote un planeur à voile au-dessus d'une ville.
0,People filming a lady who is reporting.,Des personnes filmant une femme qui est en train de rendre compte.
0,A man in a canoe throws a fishing net out into the water.,Un homme en canot jetera un filet de pêche dans l'eau.
0,4 people appear to moving various objects from a building,4 personnes semblent déplacer divers objets d’un immeuble
0,Men and women walking down a sidewalk next to a garden.,Hommes et femmes marchant sur un trottoir près d'un jardin.
0,A young boy stands in a button-down shirt and shorts.,Un jeune garçon se tient dans une chemise à boutons et des shorts.
0,A girl is taking a photograph on a nice lawn while others lounge next to her.,Une fille prend une photo sur une jolie pelouse tandis que d'autres s'étendent à côté de elle.
0,Three young men face an older man with a whistle.,Trois jeunes hommes font face à un homme plus âgé avec un sifflet.
0,An elderly woman in blue and red crosses the street in a crosswalk.,Une femme âgée en bleu et rouge traverse la rue dans un passage à niveau.
0,An arrow pointing at a man in a white hat who is walking by.,Une flèche pointant vers un homme en casquette blanche qui passe par.
0,A woman walks with her bike behind two people carrying umbrellas.,Une femme marche avec sa bicyclette derrière deux personnes portant des parapluies.
0,A bald man walking among columns on a sidewalk.,Un homme blond marchant parmi des colonnes sur un trottoir.
0,There are people walking down a busy nighttime street with signs lighting the way.,Il y a des gens qui marchent dans une rue achalandée à la nuit et qui éclairent la voie.
0,Three young kids sitting by a beautiful view.,Trois jeunes enfants assis près d'une belle vue.
0,A group of men and women hanging out on a cliff and recording scenery.,Un groupe d'hommes et de femmes se tenant sur une falaise et enregistrant des paysages.
0,"Person in a green hooded sweatshirt, looking at the view.","Person in a green hooded sweatshirt, looking at the view."
0,"A large group of young children are lined up, while several adults look on.","Un grand groupe de jeunes enfants se rassemblent, tandis que plusieurs adultes y regardent."
0,A person is sitting in front of a graffiti covered wall.,Une personne est assise devant un mur recouvert de graffitis.
0,A group of small school boys wearing uniforms take a break in front of a large monkey statue next to the ocean.,Un groupe de petits garçons en uniforme prennent une pause devant une grande statue de singe près de l'océan.
0,The people are crossing the street towards a restaurant.,Les gens traversent la rue en direction d'un restaurant.
0,Two black and white dogs on the sandy beach fighting over a long stick,Deux chiens noirs et blancs sur la plage de sable se battant pour un long bâton
0,Two little boys are fixing a little bike.,Deux petits garçons fixent un petit vélo.
0,A jockey rides a brown horse on a sidewalk by a body of water.,Un jockey roule un cheval brun sur un trottoir près d'un plan d'eau.
0,A bus stop contains many people with interesting items.,Un arrêt d'autobus renferme de nombreuses personnes avec des articles intéressants.
0,"Groups of people are walking down a narrow street, a woman wearing a black shirt is carrying a white umbrella.","Des groupes de personnes marchent dans une rue étroite, une femme portant une chemise noire porte un parapluie blanc."
0,A man in a shirt that reads Hippie Killer smiles at his girlfriend in a Return of the Living Dead shirt.,Un homme dans une chemise où l'on lit Hippie Killer sourit à sa copine dans une chemise Return of the Living Dead.
0,A few people are walking in a waterfront area.,Quelques personnes marchent dans un secteur riverain.
0,This man is stretching his scarf and cheering.,Cet homme étirera son foulard et applaudira.
0,A young man walks through a puddle outside with a blue three wheeler bike is parked in the same puddle.,Un jeune homme se promène dans une fosse extérieure et une motocyclette à trois roues bleue est stationnée dans la même fosse.
0,A man standing near a stick structure.,Un homme debout près d'une structure de bâtons.
0,"These little girls are in Chinese geisha outfits and makeup, holding red umbrellas.",Ces petites filles sont en géisha et en maquillage chinois et portent des parapluies rouges.
0,A shirtless little boy playfully shields himself from a fire engine's spray with an umbrella.,Un petit garçon sans chemise se protège ludiquement de la pulvérisation d'un moteur d'incendie à l'aide d'un parasol.
0,"A man in athletic clothing, bending down to tie his shoe.","Un homme en vêtements athlétiques, s'inclinant pour lier sa chaussure."
0,Group of people on deck of beach house,Groupe de personnes sur le pont de la maison de plage
0,A woman in a red shirt standing in an open courtyard doing an exercise with a man in a white shirt and pants onlooking.,Une femme en chemise rouge se tient dans une cour ouverte et fait un exercice avec un homme en chemise blanche et en pantalon.
0,3 people riding motorcycles down the street.,3 personnes en motocyclette dans la rue.
0,A man wearing a mask with green dreadlocks and blue gloves stands in front of a woman in a brown cardigan.,Un homme portant un masque avec des gants verts et des gants bleus se tient devant une femme en cardigan brun.
0,Three cowboys on horses work together to rope a calf.,Trois cow-boys sur chevaux travaillent ensemble pour tirer un veau.
0,The big white cow is decorated with a red ball of yarn.,La grande vache blanche est décorée d'une balle rouge de fil.
0,A teenager in a red shirt is riding a bicycle.,Un adolescent en chemise rouge roule à bicyclette.
0,A woman with large leopard print earrings takes a video.,Une femme avec de gros oreillers en léopard prend une vidéo.
0,A woman poses with a minstrel in a city square.,Une femme pose avec une ministérielle sur une place de ville.
0,One kid is chasing another kid who is holding a football.,Un enfant poursuit un autre enfant qui tient un football.
0,A woman in a red shirt and hat smokes beneath a religious-themed placard.,Une femme en chemise rouge et chapeau fume sous une plaque à thème religieux.
0,Two dogs are wrestling over a piece of black material.,Deux chiens se disputent un morceau de matériau noir.
0,Many people protest as they walk down the street.,De nombreuses personnes protestent alors qu'elles marchent dans la rue.
0,A young boy in green pants is standing alone on a road.,Un jeune garçon en pantalons verts se tient seul sur une route.
0,A woman is sitting by the water near two students.,Une femme est assise près de l'eau près de deux étudiants.
0,A lady with blue hair sit and plays a guitar in front of a blue wall.,Une femme à cheveux bleus se tient et joue une guitare devant un mur bleu.
0,A woman in a striped shirt points to something with her blue umbrella.,Une femme en chemise rayée pointe vers quelque chose avec son parapluie bleu.
0,A city street in which one women with a brown bag and white clothing passes a show store.,Une rue de la ville dans laquelle une femme avec un sac brun et des vêtements blancs passe par un magasin d'exposition.
0,A caricature artist sits under a red and white striped umbrella.,Un artiste caricaturiste se trouve sous un parapluie rayé rouge et blanc.
0,A young blond-haired boy wearing a number on the front of him leans on a railing.,Un jeune garçon à cheveux blonds portant un numéro en avant s’appuie sur un rail.
0,A guy on a motorcycle at a streetlight.,Un gars en moto à un feu de rue.
0,A group of three Asians standing in the middle of a big city discussing something.,Un groupe de trois Asiatiques assis au milieu d'une grande ville discutant quelque chose.
0,An excited child running in a race.,Un enfant enthousiaste courant dans une course.
0,"City sidewalk with posters on a wall, several people walking by with city buildings in the background.","Troisième tremplin de la ville avec des affiches sur un mur, plusieurs personnes marchant à l'arrière-plan avec des édifices de la ville."
0,A man in a black shirt bowls an orange bowling ball.,Un homme en chemise noire bouillonne une balle de bowling orange.
0,A man tilts forward on one foot at a bowling alley just after releasing the bowling ball from his hand.,Un homme s'incline vers l'avant d'un pied à une salle de bowling juste après avoir libéré le ballon de bowling de sa main.
0,A woman in a brown shirt sitting on a bench.,Une femme en chemise brune assise sur un banc.
0,A couple is walking up the stairs to a bridge in a downtown part of a city.,Un couple monte les escaliers vers un pont dans le centre-ville d'une ville.
0,Brunette woman sits on a chair on the corner of the street reading.,Une femme brunette assise sur une chaise au coin de la rue en lecture.
0,Four people sit outdoors at a white square table as a man in a striped pink shirt stands and talks to them.,Quatre personnes sont assises à l'extérieur à une table carrée blanche alors qu'un homme en chemise rose rayée se tient et parle à eux.
0,A young man wearing glasses looks frustrated in a laundromat.,Un jeune homme portant des lunettes est frustré dans un lave-vaisselle.
0,A girl waits to cross the street while comforting a baby in a stroller.,Une fille attend de franchir la rue tout en rassurant un bébé dans une poussette.
0,A woman walks along the sidewalk in front of a mirror,Une femme marche le long du trottoir devant un miroir
0,A child and an adult are walking down the sidewalk.,Un enfant et un adulte marchent sur le trottoir.
0,Two people sit in front of a computer while wearing sunglasses.,Deux personnes sont assises devant un ordinateur et portent des lunettes de soleil.
0,A man rides a wakeboard attached to a parachute.,Un homme roule à bord d’un planche à sillage fixé à un parachute.
0,A young man in a black t-shirt with a green hat standing.,Un jeune homme portant un t-shirt noir et un chapeau vert est debout.
0,Two women in swimsuits by a bench are staring up at a giant white balloon.,Deux femmes en tenue de bain près d'un banc regardent un gigantesque ballon blanc.
0,Four men are walking down the street in their orange attire.,Quatre hommes marchent dans la rue dans leur tenue orange.
0,A young man is sky surfing with a board that has painted an orange flame skull,Un jeune homme surfe dans le ciel avec une planche peinte d'un crâne de flamme orange
0,A man is parakiting on a body of water.,Un homme parakite sur un plan d'eau.
0,A woman wearing a dark top and dark sunglasses is walking in wedge heels and making a face.,Une femme portant un dessus foncé et des lunettes de soleil foncées marche dans des talons à cime et fait un visage.
0,A man running a marathon talks to his friend.,Un homme qui effectue un marathon parle à son ami.
0,A man in a white t-shirt sitting on the hood of a car.,Un homme en t-shirt blanc assis sur le capot d'une voiture.
0,A woman is kneeling on the ground taking a photograph.,Une femme s'agenouille sur le sol pour prendre une photo.
0,Old women using a walker to go down the sidewalk.,Les femmes âgées qui utilisent une marchette pour descendre le trottoir.
0,The older lady in the white skirt is wearing pink shoes.,L'aînée dans la jupe blanche porte des chaussures roses.
0,A crowd of people coming down the stairs from the court house.,Une foule de gens descendant les escaliers du tribunal.
0,A little boy falling asleep in his dad's lap on a green lawn.,Un petit garçon dormant sur le patin de son père sur une pelouse verte.
0,A blond woman with a 40s hairstyle and leopard print shirt.,Une femme blond avec un style cheveux des années 40 et une chemise en léopard.
0,A man and woman are crossing the street wearing formal clothing.,Un homme et une femme traversent la rue portant des vêtements officiels.
0,Protesters are in the background of this photo whereas a magazine display is in the foreground.,Les manifestants se trouvent à l'arrière-plan de cette photo alors qu'un magazine est en avant-plan.
0,"Crowds of people walking down street, couple in foreground with umbrella.","Des foules de gens marchant dans la rue, couple en avant-plan avec parapluie."
0,A girl in a dress is walking down the street and the street is full of trees.,Une fille en robe marche dans la rue et la rue est pleine d'arbres.
0,A parking lot in the city with people walking through it.,Un parking dans la ville où les gens marchent.
0,On older Asian man in a yellow button down is looking at the camera.,Sur un homme asiatique plus âgé dans un bouton en bas jaune regarde la caméra.
0,"Black man juggling a basketball, bowling ball and a tennis racket.","Un homme noir jumelant un basket-ball, une balle de bowling et un racket de tennis."
0,Worker wears a mask to protect his face from spicy chili fumes.,Le travailleur porte un masque pour protéger son visage des émanations de chili épicé.
0,A woman is holding the skirt of her dress up.,Une femme porte la jupe de sa robe.
0,"Two street people and a dog sitting on the ground and one is holding an ""out of luck"" sign.",Deux personnes de la rue et un chien sont assis sur le sol et l'un d'entre eux porte un signe « out of luck ».
0,People are clustered together on a city street.,Les gens sont regroupés sur une rue de la ville.
0,An old man sleeps on the grass at the foot of a large tree.,Un vieux homme dorme sur l'herbe au pied d'un grand arbre.
0,Two workers wearing hats are standing in a field.,Deux travailleurs portant des chapeaux se trouvent dans un champ.
0,Asian couple with two children are looking at fruits and vegetables at a stand.,Un couple asiatique avec deux enfants regarde des fruits et des légumes à un stand.
0,A man in dark clothing sits on a bench in front of a truck.,Un homme en tenue sombre s'asseoira sur un banc devant un camion.
0,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls.,Deux hommes vêtus de peignoirs blancs et de capes rouges roulent à bicyclette en transportant des crânes.
0,A few people stand near white pillars in front of a yellow wall.,Quelques personnes se tiennent près de piliers blancs devant un mur jaune.
0,Two men paint modern mural on a wall with a inclining walkway.,Deux hommes peinent une murale moderne sur un mur avec une passerelle inclinée.
0,A man with tattoos carrying a skateboard gives thumbs up on the sidewalk.,Un homme tatoué portant un planche à roulettes donne son aiguillage sur le trottoir.
0,Women dressed in red and black dresses walk in a circle in front of a store as a small crowd looks on.,Des femmes vêtues de robes rouges et noires marchent en cercle devant un magasin alors qu'une petite foule regarde.
0,A man in a yellow t-shirt holds a large camcorder.,Un homme en t-shirt jaune tient un gros caméscope.
0,Several Indian woman in brightly colored clothing are working.,Plusieurs femmes indiennes portant des vêtements de couleur éclatante travaillent.
0,A group of people are having a conversation outside of a building.,Un groupe de personnes discute à l'extérieur d'un immeuble.
0,Some people are gathered in front of a building with posters strung up on the walls.,Certaines personnes se rassemblent devant un édifice avec des affiches suspendues sur les murs.
0,A curly-haired man plays guitar at a ceremony while people look on.,Un homme à cheveux curs joue la guitare à une cérémonie tandis que les gens regardent.
0,A Coke truck is driving pass a blue truck parked on the side of the road.,Un camion Coke passe par un camion bleu stationné sur le côté de la route.
0,A woman walking with groceries walking past graffiti,Une femme marchant avec des produits d'épicerie passant par des graffitis
0,A girl dressed in black with a purse on her arm is smiling at a man in a room with lots of desserts on the table.,Une fille vêtue de noir et portant un sac à main sur son bras sourit à un homme dans une pièce où il y a beaucoup de desserts sur la table.
0,A man wearing a white shirt and black shorts is walking by some old buildings.,Un homme portant une chemise blanche et des shorts noirs se promène à proximité de certains anciens bâtiments.
0,A man in a white shirt and a woman in an orange top sit together on the beach.,Un homme en chemise blanche et une femme en chemise orange se trouvent ensemble sur la plage.
0,A man selects a tomato at a market.,Un homme choisit une tomate dans un marché.
0,A man is midair performing a trick on his bike against a cloudy blue sky.,Un homme est en plein air en train d'exécuter un truc sur sa bicyclette contre un ciel bleu nuageux.
0,A man in blue makes his way through a crowd during a race.,Un homme en bleu se déplace dans une foule durant une course.
0,A man wearing red sits up in the air on a platform.,Un homme portant le rouge s’asseoir dans les airs sur une plate-forme.
0,A girl sitting on a rock looking over the lake.,Une fille assise sur un rocher et regardant sur le lac.
0,A man is walking down the sidewalk to his destination as he reaches inside his pocket.,Un homme marche sur le trottoir jusqu'à sa destination alors qu'il arrive à l'intérieur de sa poche.
0,A cowboy being thrown off a bucking horse at a rodeo.,Un cow-boy qui est jeté d'un chevaux à cheval à un rodéo.
0,Smiling kids with silly blue hats on their heads.,Des enfants à sourire avec des chapeaux bleus stupides sur leur tête.
0,A group of women dressed in purple are gathered together near a truck.,Un groupe de femmes vêtues de violet se rassemble près d'un camion.
0,The girl wears a purple outfit and swings upside down.,La fille porte une tenue pourpre et s'élance à l'envers.
0,A man pumping gas while on his cellphone.,Un homme pompant du gaz sur son téléphone cellulaire.
0,Three dogs play together on the green grass.,Trois chiens jouent ensemble sur l'herbe verte.
0,Three running men participating in a marathon.,Trois hommes coureurs participant à un marathon.
0,A woman in a green shirt is running a race and looking at her watch.,Une femme en chemise verte fait une course et regarde sa montre.
0,People walking down a pub-laden street surrounded by billboards.,Des gens marchant dans une rue chargée de pubs entourée de panneaux publicitaires.
0,"A man walks along a cobblestone path, next to a large blue wall.","Un homme marche le long d'un sentier en pierres pavées, à côté d'un grand mur bleu."
0,Customers are waiting to get some food.,Les clients attendent de recevoir de la nourriture.
0,A man wearing shorts and black shoes performs in front of a crowd.,Un homme portant des shorts et des chaussures noires se produit devant une foule.
0,A group of people look at sand sculptures.,Un groupe de gens regarde des sculptures de sable.
0,Someone laying on a big tanned sofa outside next to a parking meter,"Quelqu'un se couchant sur un grand canapé tanné à l'extérieur, près d'un compteur de stationnement"
0,A man talks on his cellphone in private.,Un homme parle en privé sur son téléphone cellulaire.
0,A female in a flowered shirt holding a brown menu.,Une femelle dans une chemise fleurie et portant un menu brun.
0,California running back is taking a hand off.,Le randonneur californien s'en remet à la main.
0,A seamstresses works to fit model mannequins in her darkened studio.,Une couturière travaille pour ajuster des mannequins de modèle dans son studio sombre.
0,Woman wearing colorful scarf amidst people cheerfully grins.,Une femme portant un foulard coloré au milieu de la population règne en joie.
0,"A brown-haired woman wearing a red shirt, a blue backpack and sunglasses on her head.","Une femme brune portant une chemise rouge, un sac à dos bleu et des lunettes de soleil sur la tête."
0,"Brunette woman in a white shirt, standing in front of a counter.","Femme brunette en chemise blanche, devant un comptoir."
0,An Asian man prepares his produce at his stand for the daily market.,Un homme asiatique prépare ses produits à son stand pour le marché quotidien.
0,A woman with thinning hair is working in a meat processing plant.,Une femme ayant des cheveux éclaircies travaille dans une usine de transformation de la viande.
0,A person hitting a ball in a game of Cricket.,Une personne qui frappe une balle dans un jeu de cricket.
0,Two girls walking underneath a purple umbrella.,Deux filles se promenant sous un parapluie pourpre.
0,A woman with a large purse resting her foot against a wall.,Une femme avec un grand sac à main qui repose son pied contre un mur.
0,A man paints a vivid orange and yellow wall.,Un homme peint un mur orange et jaune vivant.
0,Two male athlete in black shirts are running along a street.,Deux athlètes de sexe masculin en chemises noires courent le long d'une rue.
0,A yong woman in a gray shirt holds a necklace she is wearing.,Une femme yong en chemise grise porte un collier qu'elle porte.
0,People dressed in formal attire prepared for an event.,Les gens vêtus d'un vêtement officiel se préparent à un événement.
0,Some people participating in a road race.,Certaines personnes participent à une course routière.
0,A black dog and a white dog play with each other and a green ball.,Un chien noir et un chien blanc se jouent les uns avec les autres et une boule verte.
0,A young child dressed in a white robe.,Un jeune enfant vêtu d'un peignoir blanc.
0,Someone who doesn't care about the earth was here.,Quelqu'un qui ne se soucie pas de la terre était ici.
